br-data-accession,br-data-model-protein-accession,br-data-product-name,br-data-family-type,br-data-gene-symbol,br-data-ec-number,br-data-go-terms,br-data-complete_ident,br-data-complete-wp-coverage,br-data-complete-br-coverage,br-data-hits-number,br-data-date
NBR000397,WP_000595324.1,bi-component leukocidin LukGH subunit G,BlastRuleException,lukG,,,94,90,90,275,2018-01-16
NBR000398,WP_000791407.1,bi-component leukocidin LukGH subunit H,BlastRuleException,lukH,,,94,90,90,268,2018-01-16
NBR000399,WP_015980423.1,bi-component leukocidin LukMF' subunit M,BlastRuleException,lukM,,,94,90,90,11,2018-01-16
NBR000400,WP_000669582.1,bi-component leukocidin LukMF' subunit F',BlastRuleException,lukF',,,94,90,90,11,2018-01-16
NBR000401,WP_001056917.1,bi-component gamma-hemolysin HlgAB/HlgCB subunit B,BlastRuleException,hlgB,,,94,90,90,220,2018-01-16
NBR000402,WP_000594519.1,bi-component gamma-hemolysin HlgAB subunit A,BlastRuleException,hlgA,,,94,90,90,303,2020-11-18
NBR000403,WP_088621908.1,bi-component gamma-hemolysin HlgCB subunit C,BlastRuleException,hlgC,,,94,90,90,355,2018-01-16
NBR000404,"WP_010926357,WP_010928619,WP_010931106.1",autotransporter BapC,BlastRuleException,bapC,,,94,90,90,78,2018-01-16
NBR000405,"WP_010926141,WP_010927881,WP_010930159.1",pertactin autotransporter,BlastRuleException,prn,,,94,90,90,63,2018-01-16
NBR000406,"WP_010930243,WP_033450401,WP_080706590.1",autotransporter TcfA,BlastRuleException,tcfA,,,94,90,90,62,2020-03-31
NBR000407,WP_010930550.1,autotransporter Phg,BlastRuleException,phg,,,94,90,90,36,2018-01-16
NBR000408,"WP_010928217,WP_010926783.1",autotransporter BapB,BlastRuleException,bapB,,,94,90,90,31,2018-01-16
NBR000409,"WP_010926217,WP_010930805.1",autotransporter BapA,BlastRuleException,bapA,,,94,90,90,30,2018-01-16
NBR000410,"WP_010930866,WP_010926319.1",autotransporter Vag8,BlastRuleException,vag8,,,94,90,90,26,2018-01-16
NBR000411,WP_010931506.1,serum resistance autotransporter BrkA,BlastRuleException,brkA,,,94,90,90,48,2018-01-16
NBR000412,WP_010930194.1,autotransporter SphB3,BlastRuleException,sphB3,,,94,90,90,63,2018-01-16
NBR000413,"WP_003807690,WP_010929691.1",serine protease autotransporter SphB1,BlastRuleException,sphB1,,,94,90,90,37,2018-01-16
NBR000414,"WP_010926623,WP_010930490.1",autotransporter SphB2,BlastRuleException,sphB2,,,94,90,90,89,2018-01-16
NBR000415,"WP_010927482,WP_015038821,WP_088941475.1",autotransporter BatB,BlastRuleException,batB,,,94,90,90,42,2018-01-16
NBR000416,WP_010926438.1,BP1793/BB2270 family autotransporter,BlastRuleException,,,,94,90,90,29,2018-01-16
NBR000417,WP_010926465.1,BB2324 family autotransporter,BlastRuleException,,,,94,90,90,16,2018-01-16
NBR000418,WP_010930311.1,BP1344/BB2830 family autotransporter,BlastRuleException,,,,94,90,90,25,2018-01-16
NBR000419,WP_010926734.1,BB3110 family autotransporter,BlastRuleException,,,,94,90,90,19,2018-01-16
NBR000420,WP_010926735.1,BB3111 family autotransporter,BlastRuleException,,,,94,90,90,27,2018-01-16
NBR000421,WP_010926694.1,BB2941 family autotransporter,BlastRuleException,,,,94,90,90,17,2018-01-16
NBR000422,WP_010925811.1,BB0450 family autotransporter,BlastRuleException,,,,94,90,90,4,2018-01-16
NBR000423,WP_003808333.1,BB0821 family autotransporter,BlastRuleException,,,,94,90,90,9,2018-01-16
NBR000424,WP_160166509.1,BB0916 family autotransporter,BlastRuleException,,,,94,90,90,14,2022-07-23
NBR000425,WP_011276026.1,phenol-soluble modulin PSM-beta-1,BlastRuleException,,,,94,90,90,7,2018-01-16
NBR000426,WP_011276027.1,phenol-soluble modulin PSM-beta-2,BlastRuleException,,,,94,90,90,18,2018-01-16
NBR000427,WP_011276028.1,phenol-soluble modulin PSM-beta-3,BlastRuleException,,,,94,90,90,13,2018-01-16
NBR000428,"WP_012939901,WP_042689816,WP_018203950,WP_013749275,WP_015732874,WP_012980083,WP_013099754.1",intein-containing translation initiation factor aIF-2,BlastRuleException,infB,,,70,92,92,42,2019-02-11
NBR000429,WP_002460032.1,lugdunin biosynthesis transcriptional regulator LugR,BlastRuleException,lugR,,,94,90,90,2,2018-01-16
NBR000430,WP_002478842.1,lugdunin non-ribosomal peptide synthetase LugA,BlastRuleException,lugA,,Molecular function: non-ribosomal peptide synthetase activity (GO:1904091),94,90,90,19,2023-10-03
NBR000431,WP_014533237.1,lugdunin non-ribosomal peptide synthetase LugB,BlastRuleException,lugB,,Molecular function: non-ribosomal peptide synthetase activity (GO:1904091),94,90,90,5,2023-10-03
NBR000432,WP_002478844.1,lugdunin non-ribosomal peptide synthetase LugC,BlastRuleException,lugC,,Molecular function: non-ribosomal peptide synthetase activity (GO:1904091),94,90,90,16,2023-10-03
NBR000433,WP_002478846.1,lugdunin non-ribosomal peptide synthetase LugD,BlastRuleEquivalog,lugD,,Molecular function: non-ribosomal peptide synthetase activity (GO:1904091),80,80,90,3,2023-10-03
NBR000434,WP_011302133.1,uro-adherence factor UafA,BlastRuleException,uafA,,,94,90,90,4,2018-01-16
NBR000435,WP_000934401.1,MSCRAMM family adhesin SdrD,BlastRuleException,sdrD,,,94,85,85,855,2018-12-27
NBR000436,WP_104832453.1,MSCRAMM family cell wall-anchored protein SesJ,BlastRuleException,sesJ,,,94,80,80,50,2021-02-05
NBR000437,WP_013012297.1,lysostaphin,BlastRuleException,lss,3.4.24.75,,94,90,90,1,2018-01-16
NBR000438,WP_000736798.1,glycine-glycine endopeptidase LytM,BlastRuleException,lytM,,,94,90,90,337,2018-01-16
NBR000439,WP_089413701.1,glycine-glycine endopeptidase ALE-1,BlastRuleException,ale-1,,,94,90,90,6,2018-01-16
NBR000440,"WP_002430641,WP_039103905.1",precolibactin peptidase ClbP,BlastRuleEquivalog,clbP,,,80,80,90,67,2018-01-16
NBR000441,"WP_001518711,WP_001518711,WP_039103877.1",colibactin hybrid non-ribosomal peptide synthetase/type I polyketide synthase ClbB,BlastRuleEquivalog,clbB,,Molecular function: non-ribosomal peptide synthetase activity (GO:1904091),80,80,90,357,2023-10-03
NBR000442,"WP_001304254,WP_039103889.1",colibactin non-ribosomal peptide synthetase ClbH,BlastRuleEquivalog,clbH,,Molecular function: non-ribosomal peptide synthetase activity (GO:1904091),80,80,90,152,2023-10-03
NBR000443,"WP_001297908,WP_039103880.1",colibactin polyketide synthase ClbC,BlastRuleEquivalog,clbC,,,80,80,90,103,2018-01-16
NBR000444,"WP_001029878,WP_039103903.1",colibactin polyketide synthase ClbO,BlastRuleEquivalog,clbO,,,80,80,90,75,2018-01-16
NBR000445,"WP_001468003,WP_039103894.1",colibactin non-ribosomal peptide synthetase ClbJ,BlastRuleEquivalog,clbJ,,Molecular function: non-ribosomal peptide synthetase activity (GO:1904091),80,80,90,647,2023-10-03
NBR000446,"WP_000222467,WP_039103896.1",colibactin hybrid non-ribosomal peptide synthetase/type I polyketide synthase ClbK,BlastRuleEquivalog,clbK,,Molecular function: non-ribosomal peptide synthetase activity (GO:1904091),80,80,90,278,2023-10-03
NBR000447,"WP_000065646,WP_039103907.1",colibactin biosynthesis thioesterase ClbQ,BlastRuleEquivalog,clbQ,,,80,80,90,48,2018-01-16
NBR000448,"WP_001327259,WP_001327259,WP_039103901.1",colibactin non-ribosomal peptide synthetase ClbN,BlastRuleEquivalog,clbN,,Molecular function: non-ribosomal peptide synthetase activity (GO:1904091),80,80,90,142,2023-10-03
NBR000449,"WP_000217768,WP_039103899.1",precolibactin export MATE transporter ClbM,BlastRuleEquivalog,clbM,,,80,80,90,52,2018-01-16
NBR000451,"WP_000290498,WP_039103908.1",colibactin self-protection protein ClbS,BlastRuleEquivalog,clbS,,,80,80,90,73,2023-06-27
NBR000453,"WP_001297917,WP_039103885.1",colibactin biosynthesis aminomalonyl-acyl carrier protein ClbE,BlastRuleEquivalog,clbE,,,80,80,90,31,2018-01-16
NBR000454,"WP_000982270,WP_039103882.1",colibactin biosynthesis dehydrogenase ClbD,BlastRuleEquivalog,clbD,,,80,80,90,37,2023-08-23
NBR000455,"WP_000337350,WP_082018218.1",colibactin biosynthesis dehydrogenase ClbF,BlastRuleEquivalog,clbF,,,80,80,90,58,2018-01-16
NBR000456,"WP_000829570,WP_039103892.1",colibactin polyketide synthase ClbI,BlastRuleEquivalog,clbI,,,80,80,90,129,2018-01-16
NBR000457,"WP_000159201,WP_089504395.1",colibactin biosynthesis acyltransferase ClbG,BlastRuleEquivalog,clbG,,,80,80,90,56,2018-01-16
NBR000458,WP_000357141.1,colibactin biosynthesis LuxR family transcriptional regulator ClbR,BlastRuleException,clbR,,,94,90,90,28,2018-01-16
NBR000459,"WP_001217110,WP_052236717.1",colibactin biosynthesis phosphopantetheinyl transferase ClbA,BlastRuleEquivalog,clbA,,,80,80,90,79,2018-01-16
NBR000460,"WP_001297937,WP_039103897.1",colibactin biosynthesis amidase ClbL,BlastRuleEquivalog,clbL,,,80,80,90,40,2018-01-16
NBR000461,WP_001065781.1,exfoliative toxin A,BlastRuleException,eta,,,94,90,90,2,2020-08-28
NBR000462,WP_010994026.1,exfoliative toxin B,BlastRuleException,etb,,,94,90,90,1,2018-01-16
NBR000463,WP_000164635.1,exfoliative toxin D,BlastRuleException,etd,,,94,90,90,7,2018-01-16
NBR000464,WP_053111699.1,nicotine dehydrogenase subunit L,BlastRuleEquivalog,,,,80,80,90,9,2018-01-16
NBR000465,WP_053111694.1,maleamate amidohydrolase,BlastRuleEquivalog,ndpG,,,80,80,90,9,2018-01-16
NBR000466,WP_053111713.1,6-hydroxy-3-succinoylpyridine 3-monooxygenase NdpD,BlastRuleEquivalog,ndpD,,,80,80,90,7,2018-01-16
NBR000467,WP_013973865.1,6-hydroxy-3-succinoylpyridine 3-monooxygenase HspB,BlastRuleEquivalog,hspB,,,80,80,90,7,2018-01-16
NBR000468,WP_032489294.1,(S)-6-hydroxynicotine oxidase,BlastRuleEquivalog,,,,80,80,90,11,2018-01-16
NBR000469,WP_053111705.1,(S)-6-hydroxynicotine oxidase NdpB,BlastRuleEquivalog,ndpB,,,80,80,90,7,2018-01-16
NBR000470,WP_094096470.1,exfoliative toxin C,BlastRuleException,exhC,,,94,90,90,No hit has been calculated yet for this BlastRule,2018-01-16
NBR000471,WP_062126840.1,nicotine dehydrogenase subunit S,BlastRuleEquivalog,,,,80,80,90,10,2018-01-16
NBR000472,WP_053111695.1,"2,5-dihydroxypyridine 5,6-dioxygenase",BlastRuleEquivalog,ndpE,,,80,80,90,15,2018-01-16
NBR000473,WP_053111696.1,N-formylmaleamate deformylase,BlastRuleEquivalog,ndpF,,,80,80,90,16,2018-01-16
NBR000474,WP_037514121.1,maleate isomerase,BlastRuleEquivalog,ndpH,,,80,80,90,33,2025-08-27
NBR000475,"WP_000189352,WP_012133484,WP_021806725.1",anaerobilin reductase,BlastRuleEquivalog,chuY,,,80,80,90,560,2018-01-16
NBR000476,WP_003419501.1,mycobilin-forming heme oxygenase MhuD,BlastRuleEquivalog,mhuD,,,80,80,90,630,2018-01-16
NBR000477,WP_000670950.1,staphylobilin-forming heme oxygenase IsdG,BlastRuleException,isdG,,,94,90,90,105,2018-01-16
NBR000478,WP_000480603.1,staphylobilin-forming heme oxygenase IsdI,BlastRuleException,isdI,,,94,90,90,83,2018-01-16
NBR000479,WP_003224300.1,heme-degrading oxygenase HmoB,BlastRuleEquivalog,hmoB,,,80,80,90,203,2018-01-16
NBR000480,WP_003243958.1,heme-degrading oxygenase HmoA,BlastRuleEquivalog,hmoA,,,80,80,90,131,2021-02-23
NBR000481,WP_002460913.1,staphylobilin-forming heme oxygenase IsdG,BlastRuleException,isdG,,,94,90,90,4,2018-01-16
NBR000483,WP_053111711.1,6-hydroxypseudooxynicotine oxidase,BlastRuleEquivalog,ndpC,,,80,80,90,21,2018-01-16
NBR000484,WP_094300847.1,glycosylating toxin TpeL,BlastRuleException,tpeL,,,94,90,90,11,2018-01-16
NBR000485,"WP_003426838,WP_009888442,WP_070481156,WP_074049122,WP_021383384,WP_054275940.1",glycosylating toxin TcdB,BlastRuleException,tcdB,,,85,90,90,178,2022-10-28
NBR000486,"WP_021394011,WP_021414120,WP_105161403.1",glycosylating toxin TcdA,BlastRuleException,tcdA,,,94,90,90,509,2020-03-31
NBR000488,WP_021127579.1,glucosylating lethal toxin TcsL,BlastRuleException,tcsL,,,94,90,90,4,2020-09-08
NBR000489,WP_094488199.1,glucosylating haemorrhagic toxin TcsH,BlastRuleException,tcsH,,,94,90,90,2,2018-01-16
NBR000490,WP_009968174.1,sporulation-delaying system protein SdpA,BlastRuleEquivalog,sdpA,,,88,80,90,15,2018-01-16
NBR000491,WP_032491800.1,salivaricin 9 biosynthesis lanthionine synthetase SivM,BlastRuleException,sivM,,,94,90,90,11,2018-01-16
NBR000492,WP_032491806.1,salivaricin biosynthesis lanthionine synthetase SalM,BlastRuleException,salM,,,94,90,90,14,2018-01-16
NBR000493,WP_032491810.1,salivaricin B biosynthesis lanthionine synthetase SboM,BlastRuleException,sboM,,,94,90,90,4,2018-01-16
NBR000494,"WP_021426623,WP_094607992.1",ADP-ribosylating binary toxin binding subunit CdtB,BlastRuleException,cdtB,,,94,90,90,20,2019-10-15
NBR000495,"WP_009890822,WP_094607991.1",ADP-ribosylating binary toxin enzymatic subunit CdtA,BlastRuleException,cdtA,,,94,90,90,21,2018-01-16
NBR000496,WP_010947855.1,F-box/ankyrin repeat-containing T4SS effector AnkB/LegAU13/Ceg27,BlastRuleException,ankB,,,94,90,90,No hit has been calculated yet for this BlastRule,2020-03-09
NBR000497,WP_003095496.1,c-di-GMP-binding multidrug transporter transcriptional regulator BrlR,BlastRuleException,brlR,,,94,90,90,139,2018-01-16
NBR000498,WP_000806242.1,lipid A modification system glycine carrier protein AlmF,BlastRuleEquivalog,almF,,,80,80,90,41,2023-02-11
NBR000499,WP_001146752.1,lipid A modification system glycine--protein ligase AlmE,BlastRuleEquivalog,almE,,,80,80,90,347,2018-01-16
NBR000500,WP_000901420.1,Sel1-like repeat protein HcpA,BlastRuleException,hcpA,,,90,90,90,1319,2018-01-16
NBR000501,WP_094859469.1,Rqc2 family fibronectin-binding protein PavA,BlastRuleException,pavA,,,94,90,90,652,2022-08-27
NBR000502,"WP_000671383,WP_000671444.1",fibronectin-binding SSURE repeat adhesin PavB,BlastRuleException,pavB,,,94,80,80,149,2020-09-09
NBR000503,WP_010976622.1,multi-ligand-binding adhesin PfbA,BlastRuleException,pfbA,,,94,90,90,505,2019-05-10
NBR000504,WP_000012629.1,O88 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,14,2018-01-16
NBR000505,WP_000022479.1,O13/O129/O135 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,52,2018-01-16
NBR000506,WP_000052607.1,O18 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,33,2020-01-28
NBR000507,WP_000058630.1,O118/O151 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,4,2018-01-16
NBR000508,WP_000102965.1,O83 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,12,2018-01-16
NBR000509,WP_000204377.1,O96 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,10,2018-01-16
NBR000510,WP_000273730.1,O124/O164 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,17,2018-01-16
NBR000511,WP_000397255.1,O5 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,27,2018-01-16
NBR000512,WP_000549530.1,O17/O44/O73/O77/O106 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,43,2020-01-09
NBR000513,WP_000588762.1,O17/O44/O73/O77/O106 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,51,2020-01-09
NBR000515,WP_000639866.1,O16 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,44,2018-01-16
NBR000516,WP_000700061.1,O22 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,14,2018-01-16
NBR000517,WP_000864941.1,O6 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,56,2018-01-16
NBR000519,WP_000983273.1,O90/O127 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,12,2018-01-16
NBR000520,WP_001002891.1,O88 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,25,2018-01-16
NBR000521,WP_001016823.1,O12 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,7,2018-01-16
NBR000522,WP_001037840.1,O187 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,1,2018-01-16
NBR000523,WP_001048967.1,O5 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,23,2018-01-16
NBR000524,WP_001054703.1,O153/O178 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,14,2018-01-16
NBR000525,WP_001063510.1,O22 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,20,2018-01-16
NBR000526,WP_001245921.1,O83 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,17,2018-01-16
NBR000527,WP_001297889.1,O6 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,61,2018-01-16
NBR000528,WP_001347693.1,O160 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,8,2018-01-16
NBR000529,WP_001380547.1,O118/O151 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,9,2018-01-16
NBR000530,WP_001389120.1,O23 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,18,2018-01-16
NBR000531,WP_001393538.1,O16 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,31,2018-01-16
NBR000532,WP_001403120.1,O90/O127 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,5,2018-01-16
NBR000533,WP_001405653.1,O12 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,6,2018-01-16
NBR000534,WP_001442625.1,O93 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,9,2018-01-16
NBR000535,WP_001442626.1,O93 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,11,2018-01-16
NBR000536,WP_001447393.1,O46/O134 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,12,2020-02-03
NBR000537,WP_001461159.1,O19 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,6,2018-01-16
NBR000538,WP_001471757.1,O100 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,12,2018-01-16
NBR000539,WP_001471759.1,O100 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,16,2018-01-16
NBR000540,WP_001513851.1,O2/O50 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,55,2020-01-02
NBR000541,WP_001527238.1,O120 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,14,2018-01-16
NBR000542,WP_001578578.1,O23 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,20,2018-01-16
NBR000543,WP_001597952.1,O8 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,9,2018-01-16
NBR000544,WP_001602850.1,O142 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,7,2018-01-16
NBR000545,WP_001610414.1,O36 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,15,2018-01-16
NBR000546,WP_001613357.1,O20/O137 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,5,2018-01-16
NBR000547,WP_001702369.1,O10 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,12,2018-01-16
NBR000548,WP_001702373.1,O10 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,13,2018-01-16
NBR000549,WP_001718486.1,O169/O183 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,16,2020-01-10
NBR000550,WP_001723642.1,O62/O68 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,4,2018-01-16
NBR000551,WP_001743928.1,O63 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,4,2018-01-16
NBR000552,WP_001752773.1,O70 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,7,2018-01-16
NBR000553,WP_001752775.1,O70 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,4,2018-01-16
NBR000554,WP_004016722.1,O13/O129/O135 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,66,2018-01-16
NBR000555,WP_012601602.1,O81 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,8,2018-01-16
NBR000556,WP_016236755.1,O39 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,13,2018-01-16
NBR000557,WP_016238111.1,O81 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,14,2018-01-16
NBR000558,WP_021499272.1,O187 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,3,2018-01-16
NBR000559,WP_021523152.1,O102 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,22,2018-01-16
NBR000560,WP_021523154.1,O102 family O-antigen flippase,BlastRuleException,wzx,,,94,90,90,40,2018-01-16
NBR000561,WP_021533035.1,O76 family O-antigen polymerase,BlastRuleException,wzy,,,94,90,90,14,2018-01-16
